#{"t_start": 1594001629.9526608, "env_id": null}
r,l,t
1.095238,5,26.544439
1.142857,7,26.561018
1.333333,15,26.597964
-0.880952,6,26.613674
1.071429,4,26.63347
-0.833333,8,26.655116
1.095238,5,26.668196
1.142857,7,26.682935
-9.690476,14,26.712308
1.119048,6,26.72772
1.095238,5,26.740494
1.166667,8,26.759174
1.261905,12,26.78788
-9.833333,8,26.806565
-9.833333,8,26.822454
-0.833333,8,26.844581
1.095238,5,26.856538
1.095238,5,26.868841
-0.880952,6,26.885606
1.142857,7,26.905568
1.190476,9,26.929292
1.095238,5,26.943094
1.166667,8,26.970814
1.119048,6,26.994689
-0.738095,12,27.043019
-0.880952,6,27.066172
1.095238,5,27.07868
1.095238,5,27.094683
1.142857,7,27.113413
1.095238,5,27.125969
-0.809524,9,27.148797
-9.714286,13,27.185029
1.095238,5,27.198518
1.166667,8,27.217502
1.142857,7,27.232198
-0.833333,8,27.251908
-0.928571,4,27.262588
-9.809524,9,27.286402
1.119048,6,27.299958
-0.809524,9,27.320669
1.119048,6,27.333973
1.119048,6,27.347155
1.261905,12,27.371723
1.166667,8,27.390459
1.119048,6,27.403789
-0.785714,10,27.431993
1.261905,12,27.459474
1.071429,4,27.467073
1.142857,7,27.484241
1.166667,8,27.500262
1.166667,8,27.51939
1.119048,6,27.537811
1.190476,9,27.561325
1.095238,5,27.57307
1.166667,8,27.593404
1.166667,8,27.610013
1.119048,6,27.623864
1.095238,5,27.637183
1.238095,11,27.676004
1.095238,5,27.688454
-0.785714,10,27.719631
-9.809524,9,27.738021
1.095238,5,27.754766
1.190476,9,27.785907
-9.642857,16,27.827426
-9.833333,8,27.846006
1.119048,6,27.859259
-0.904762,5,27.871598
-0.714286,13,27.900736
-0.809524,9,27.921323
-9.714286,13,27.946977
1.190476,9,27.967396
-9.690476,14,28.00458
1.238095,11,28.032492
1.119048,6,28.049823
-0.809524,9,28.070848
-0.857143,7,28.086226
-0.714286,13,28.120987
1.166667,8,28.139896
1.166667,8,28.156268
1.166667,8,28.175277
1.190476,9,28.196759
1.214286,10,28.223565
1.119048,6,28.237227
1.214286,10,28.273639
1.095238,5,28.286574
1.095238,5,28.300467
-9.785714,10,28.322533
1.142857,7,28.337751
1.190476,9,28.358355
1.119048,6,28.371731
1.071429,4,28.382081
1.119048,6,28.395561
1.095238,5,28.407293
1.261905,12,28.438978
-9.761905,11,28.467864
1.095238,5,28.482142
1.119048,6,28.49748
1.238095,11,28.522031
1.095238,5,28.534172
1.119048,6,28.549172
-9.666667,15,28.584342
-0.690476,14,28.616722
-0.738095,12,28.64647
1.095238,5,28.659958
1.119048,6,28.67362
1.119048,6,28.692189
1.166667,8,28.713683
1.214286,10,28.743636
1.119048,6,28.757638
1.261905,12,28.787774
1.095238,5,28.801563
1.142857,7,28.82243
1.238095,11,28.854278
1.071429,4,28.86657
-9.809524,9,28.890491
-9.642857,16,28.932614
1.095238,5,28.949455
1.214286,10,28.975028
1.119048,6,28.98855
-0.785714,10,29.015582
-0.880952,6,29.038546
1.119048,6,29.054518
1.095238,5,29.066424
1.119048,6,29.080254
1.190476,9,29.104038
1.214286,10,29.129167
1.095238,5,29.145953
1.142857,7,29.173767
1.095238,5,29.185152
1.095238,5,29.197167
1.095238,5,29.211977
1.119048,6,29.226281
-9.785714,10,29.255618
1.119048,6,29.269915
1.095238,5,29.282253
1.071429,4,29.293074
1.142857,7,29.309086
-9.809524,9,29.33016
1.071429,4,29.346297
1.214286,10,29.369042
1.071429,4,29.379638
1.095238,5,29.396165
1.071429,4,29.403749
1.095238,5,29.416446
-9.714286,13,29.449972
-9.857143,7,29.467358
-0.690476,14,29.499097
1.095238,5,29.511598
1.214286,10,29.53371
1.142857,7,29.55093
1.142857,7,29.565807
1.071429,4,29.576315
1.119048,6,29.589685
1.142857,7,29.604647
1.095238,5,29.617498
1.095238,5,29.629589
1.119048,6,29.647992
1.142857,7,29.663106
-9.809524,9,29.683089
1.119048,6,29.697914
1.095238,5,29.711495
-0.809524,9,29.732436
1.119048,6,29.745852
1.119048,6,29.759051
1.071429,4,29.769259
-0.761905,11,29.802816
1.214286,10,29.839593
-9.714286,13,29.883794
1.095238,5,29.896548
1.142857,7,29.911888
-0.809524,9,29.939487
1.119048,6,29.956135
1.142857,7,29.97783
1.071429,4,29.98565
1.119048,6,30.00143
-9.833333,8,30.017266
1.119048,6,30.030469
1.142857,7,30.048098
1.166667,8,30.064322
1.119048,6,30.080063
1.071429,4,30.087767
-0.809524,9,30.108759
1.119048,6,30.123044
1.095238,5,30.134706
1.095238,5,30.146406
1.095238,5,30.158061
1.119048,6,30.1741
1.119048,6,30.188626
1.095238,5,30.201988
1.166667,8,30.218115
1.119048,6,30.233835
1.190476,9,30.251666
-9.738095,12,30.279278
1.190476,9,30.29972
1.071429,4,30.307373
1.095238,5,30.319103
1.119048,6,30.334819
1.071429,4,30.342572
1.214286,10,30.364258
1.166667,8,30.383018
1.095238,5,30.394884
1.119048,6,30.408183
1.119048,6,30.421396
1.119048,6,30.437642
1.119048,6,30.450894
1.166667,8,30.466958
-9.738095,12,30.499148
-9.690476,14,30.530372
1.095238,5,30.543905
1.119048,6,30.55777
1.095238,5,30.57391
1.095238,5,30.585664
1.095238,5,30.598402
1.261905,12,30.625565
-0.880952,6,30.639485
-0.785714,10,30.666867
-0.785714,10,30.691007
1.166667,8,30.710726
1.095238,5,30.722533
1.071429,4,30.733623
-0.904762,5,30.748139
1.214286,10,30.76988
1.095238,5,30.783278
1.095238,5,30.795286
1.119048,6,30.809714
1.190476,9,30.830173
-0.904762,5,30.842578
1.119048,6,30.855786
-9.690476,14,30.885216
1.095238,5,30.897054
1.142857,7,30.911978
1.119048,6,30.925031
1.119048,6,30.94063
1.238095,11,30.964021
1.095238,5,30.975643
1.119048,6,30.989105
1.119048,6,31.002311
1.142857,7,31.019364
1.119048,6,31.032849
1.095238,5,31.045686
1.142857,7,31.060377
1.166667,8,31.081288
1.095238,5,31.093216
-9.738095,12,31.117457
1.261905,12,31.144509
1.095238,5,31.156269
1.142857,7,31.171149
-0.785714,10,31.193304
1.119048,6,31.20631
1.095238,5,31.217899
1.190476,9,31.238092
1.166667,8,31.256732
1.095238,5,31.268353
1.095238,5,31.280008
-9.809524,9,31.296962
1.166667,8,31.317146
-9.714286,13,31.346005
1.071429,4,31.353763
1.119048,6,31.369311
1.095238,5,31.381385
-9.785714,10,31.410686
1.142857,7,31.425674
1.166667,8,31.444206
-0.809524,9,31.462996
-0.833333,8,31.483885
-0.904762,5,31.496246
1.095238,5,31.50792
1.095238,5,31.519658
1.095238,5,31.53157
1.095238,5,31.543369
1.166667,8,31.568838
1.142857,7,31.591874
1.119048,6,31.606131
1.190476,9,31.626442
1.095238,5,31.638019
1.095238,5,31.649865
1.119048,6,31.664774
1.119048,6,31.677894
1.095238,5,31.689635
1.119048,6,31.70548
1.095238,5,31.718321
1.142857,7,31.735457
1.119048,6,31.74883
1.119048,6,31.763501
1.095238,5,31.774966
1.166667,8,31.796615
1.142857,7,31.812521
-9.857143,7,31.832408
1.071429,4,31.842688
1.095238,5,31.854204
1.119048,6,31.867492
1.095238,5,31.880356
1.119048,6,31.893806
-9.785714,10,31.914854
-0.928571,4,31.92574
-9.857143,7,31.939796
-9.833333,8,31.957919
-9.809524,9,31.978526
1.095238,5,31.990397
1.119048,6,32.003906
1.095238,5,32.015447
1.095238,5,32.027587
1.142857,7,32.042452
1.071429,4,32.052647
-9.833333,8,32.070755
1.119048,6,32.084147
1.095238,5,32.09564
-9.833333,8,32.111309
-0.833333,8,32.130579
-0.785714,10,32.152821
1.119048,6,32.166013
1.119048,6,32.179158
1.071429,4,32.189428
1.095238,5,32.201115
1.095238,5,32.212856
1.119048,6,32.22601
1.095238,5,32.237727
1.142857,7,32.256375
1.095238,5,32.267983
-0.809524,9,32.292078
-0.785714,10,32.325447
1.095238,5,32.337104
1.119048,6,32.350233
1.095238,5,32.361816
1.095238,5,32.373672
1.119048,6,32.387275
-9.761905,11,32.41426
1.095238,5,32.425947
1.095238,5,32.43758
1.214286,10,32.459358
1.095238,5,32.471214
1.095238,5,32.483556
-9.857143,7,32.500109
1.095238,5,32.51188
1.095238,5,32.523524
1.095238,5,32.535341
1.095238,5,32.547149
1.095238,5,32.558981
1.095238,5,32.570803
-9.833333,8,32.586959
-0.761905,11,32.610779
-0.880952,6,32.627258
-0.809524,9,32.645931
1.238095,11,32.673811
-9.880952,6,32.686508
1.095238,5,32.698176
1.095238,5,32.709764
1.142857,7,32.724864
1.095238,5,32.736639
1.190476,9,32.756938
1.095238,5,32.76855
-0.809524,9,32.789291
1.095238,5,32.803129
1.119048,6,32.816327
-9.809524,9,32.835855
-9.761905,11,32.858528
1.095238,5,32.870129
1.095238,5,32.884545
-9.785714,10,32.905837
1.142857,7,32.920626
1.095238,5,32.932331
1.119048,6,32.9482
1.142857,7,32.962943
1.095238,5,32.974642
1.166667,8,32.993121
1.119048,6,33.006424
1.119048,6,33.019773
1.071429,4,33.030585
1.166667,8,33.046597
-0.833333,8,33.066159
1.190476,9,33.08632
1.119048,6,33.099618
1.166667,8,33.119238
-9.809524,9,33.136596
1.095238,5,33.148795
-9.809524,9,33.172969
1.095238,5,33.186022
1.095238,5,33.197628
1.119048,6,33.212265
1.119048,6,33.227846
1.095238,5,33.239388
1.095238,5,33.251019
1.119048,6,33.264492
-0.833333,8,33.280997
1.142857,7,33.29928
1.095238,5,33.310973
-0.714286,13,33.337335
1.214286,10,33.359137
1.095238,5,33.370785
-9.785714,10,33.396448
1.190476,9,33.41663
1.166667,8,33.435204
-0.690476,14,33.466702
1.261905,12,33.493037
1.095238,5,33.50462
1.095238,5,33.520982
1.095238,5,33.533332
-9.809524,9,33.554778
1.214286,10,33.5765
-0.880952,6,33.594977
1.095238,5,33.606921
1.190476,9,33.627524
1.095238,5,33.639242
1.166667,8,33.655779
1.095238,5,33.668753
1.095238,5,33.681413
-0.833333,8,33.701037
1.095238,5,33.713502
-0.857143,7,33.728703
1.095238,5,33.740345
1.119048,6,33.756194
1.214286,10,33.780788
1.095238,5,33.792384
1.142857,7,33.807163
1.119048,6,33.820218
-9.714286,13,33.848072
1.142857,7,33.866901
1.142857,7,33.88399
1.119048,6,33.897583
1.190476,9,33.917941
-9.833333,8,33.934926
1.166667,8,33.953936
1.166667,8,33.970262
-9.857143,7,33.986931
1.119048,6,34.000223
-0.785714,10,34.02433
1.095238,5,34.035936
1.142857,7,34.05075
1.119048,6,34.067261
-9.809524,9,34.084525
1.119048,6,34.100121
1.095238,5,34.111804
1.190476,9,34.12942
1.142857,7,34.150642
1.119048,6,34.167695
1.095238,5,34.179429
1.095238,5,34.191119
1.142857,7,34.207554
1.095238,5,34.219165
1.166667,8,34.244536
1.142857,7,34.259035
-0.714286,13,34.289944
1.214286,10,34.312426
1.214286,10,34.334251
-9.714286,13,34.36215
-0.785714,10,34.38438
1.119048,6,34.398156
1.119048,6,34.411343
1.142857,7,34.425773
1.142857,7,34.44287
1.095238,5,34.454535
1.119048,6,34.468065
1.214286,10,34.489656
1.166667,8,34.508298
-0.785714,10,34.531892
-0.857143,7,34.548687
1.119048,6,34.561857
1.142857,7,34.578762
1.119048,6,34.591969
1.119048,6,34.605208
1.095238,5,34.617399
-0.904762,5,34.6299
1.119048,6,34.643661
1.119048,6,34.663136
-0.809524,9,34.68616
-9.738095,12,34.714252
1.261905,12,34.739142
1.142857,7,34.753777
1.119048,6,34.769531
1.238095,11,34.795505
1.095238,5,34.807084
1.119048,6,34.821362
1.119048,6,34.834986
-0.833333,8,34.854242
1.095238,5,34.865931
1.095238,5,34.877611
1.166667,8,34.894124
1.071429,4,34.904485
-0.880952,6,34.918135
1.214286,10,34.944012
1.119048,6,34.959927
-0.857143,7,34.975297
1.142857,7,34.989873
-9.761905,11,35.016573
-9.738095,12,35.0431
1.119048,6,35.056375
1.142857,7,35.07362
1.095238,5,35.085375
1.095238,5,35.101502
1.095238,5,35.115049
1.190476,9,35.132799
-9.714286,13,35.164744
-0.904762,5,35.177335
-9.738095,12,35.201197
1.119048,6,35.216693
1.142857,7,35.231417
1.119048,6,35.244659
1.166667,8,35.263381
1.119048,6,35.276568
1.142857,7,35.293602
-0.833333,8,35.313392
1.119048,6,35.326456
1.166667,8,35.346092
-9.785714,10,35.367027
1.095238,5,35.378788
1.142857,7,35.393351
1.095238,5,35.405208
1.119048,6,35.418199
1.071429,4,35.428303
-0.761905,11,35.452011
1.119048,6,35.467499
1.095238,5,35.479103
-0.785714,10,35.50135
1.095238,5,35.513227
1.095238,5,35.524937
1.095238,5,35.536642
1.095238,5,35.548314
1.119048,6,35.561913
1.095238,5,35.57351
-0.880952,6,35.587486
1.095238,5,35.602655
-0.738095,12,35.628193
-0.690476,14,35.65914
1.142857,7,35.682644
-0.714286,13,35.709381
1.119048,6,35.722618
1.142857,7,35.747076
-9.761905,11,35.772621
1.071429,4,35.784344
1.309524,14,35.814981
1.119048,6,35.828425
1.142857,7,35.843457
-0.761905,11,35.87218
-0.880952,6,35.889962
1.142857,7,35.906266
1.095238,5,35.92821
-0.880952,6,35.953732
1.214286,10,35.990433
1.119048,6,36.008245
1.142857,7,36.041566
-0.809524,9,36.063097
-0.785714,10,36.086242
1.095238,5,36.100223
1.166667,8,36.117785
1.142857,7,36.135499
-0.809524,9,36.154711
1.142857,7,36.17233
-0.666667,15,36.205087
1.095238,5,36.217906
1.261905,12,36.243341
-0.738095,12,36.274463
1.285714,13,36.301097
1.142857,7,36.3184
-0.904762,5,36.33099
-9.809524,9,36.348286
-0.809524,9,36.369447
-9.738095,12,36.403981
1.261905,12,36.429603
1.142857,7,36.447011
-0.761905,11,36.473193
-9.738095,12,36.497846
-0.619048,17,36.53475
1.119048,6,36.550714
1.142857,7,36.568264
1.142857,7,36.58327
1.095238,5,36.595611
-0.738095,12,36.64157
-0.833333,8,36.659887
-0.833333,8,36.693611
1.119048,6,36.707925
1.238095,11,36.7364
1.095238,5,36.749113
1.095238,5,36.766431
-9.785714,10,36.791914
1.119048,6,36.808981
-9.833333,8,36.825033
1.214286,10,36.848142
1.119048,6,36.861216
-9.666667,15,36.891995
1.214286,10,36.913635
1.142857,7,36.930906
1.142857,7,36.948174
1.095238,5,36.959826
1.214286,10,36.981371
1.190476,9,37.0046
1.095238,5,37.016209
-0.880952,6,37.029963
1.119048,6,37.043297
1.238095,11,37.070599
-0.880952,6,37.085854
1.166667,8,37.101721
1.166667,8,37.12352
1.095238,5,37.136419
1.142857,7,37.150871
1.166667,8,37.171497
1.119048,6,37.184865
-0.904762,5,37.197068
1.095238,5,37.212304
1.095238,5,37.2278
-0.833333,8,37.247453
1.119048,6,37.26084
1.190476,9,37.281176
1.119048,6,37.294493
1.119048,6,37.307604
1.166667,8,37.326228
1.142857,7,37.340894
1.119048,6,37.35413
-9.785714,10,37.37513
1.261905,12,37.402522
1.119048,6,37.417037
1.119048,6,37.43006
1.166667,8,37.449775
1.142857,7,37.464515
1.142857,7,37.482103
1.119048,6,37.495605
1.071429,4,37.505944
1.119048,6,37.523212
1.071429,4,37.538348
1.095238,5,37.557448
1.142857,7,37.574254
1.071429,4,37.588602
1.095238,5,37.604276
-0.904762,5,37.617331
1.095238,5,37.635208
1.095238,5,37.656336
1.071429,4,37.675825
1.095238,5,37.688101
1.119048,6,37.702576
1.166667,8,37.719697
1.095238,5,37.731666
-9.785714,10,37.75322
1.095238,5,37.769618
1.095238,5,37.787143
1.214286,10,37.809481
1.142857,7,37.82681
1.071429,4,37.837295
1.119048,6,37.855864
1.095238,5,37.870942
-9.785714,10,37.896876
1.119048,6,37.915076
1.190476,9,37.942955
1.095238,5,37.956542
1.095238,5,37.971649
1.166667,8,37.992319
-0.904762,5,38.007361
1.119048,6,38.026051
1.095238,5,38.038628
1.095238,5,38.051386
1.142857,7,38.066343
1.095238,5,38.078095
1.119048,6,38.091487
1.142857,7,38.108873
1.095238,5,38.120936
1.261905,12,38.147852
1.095238,5,38.161246
-9.833333,8,38.179754
-9.833333,8,38.201859
-9.857143,7,38.218796
1.095238,5,38.235103
1.071429,4,38.242866
1.166667,8,38.264616
-9.833333,8,38.283704
1.119048,6,38.301791
1.095238,5,38.318393
-9.761905,11,38.345305
1.095238,5,38.357301
1.119048,6,38.370718
1.119048,6,38.383998
-0.738095,12,38.414207
1.142857,7,38.428935
1.095238,5,38.441868
1.166667,8,38.461135
-0.904762,5,38.47381
1.119048,6,38.488002
1.095238,5,38.501177
1.071429,4,38.512643
1.119048,6,38.528268
1.119048,6,38.543238
1.095238,5,38.555126
-9.833333,8,38.574275
1.190476,9,38.595384
1.214286,10,38.618174
1.095238,5,38.630806
1.119048,6,38.646429
-0.833333,8,38.664957
1.095238,5,38.678202
1.095238,5,38.696349
1.119048,6,38.724533
-0.833333,8,38.74984
1.095238,5,38.762181
-0.880952,6,38.77788
1.142857,7,38.801322
1.095238,5,38.815602
1.190476,9,38.841425
1.190476,9,38.860383
1.095238,5,38.877525
1.166667,8,38.905189
1.142857,7,38.920742
1.119048,6,38.938082
1.142857,7,38.956512
1.095238,5,38.968623
1.119048,6,38.983616
-9.857143,7,39.003454
1.214286,10,39.026145
1.166667,8,39.043472
1.119048,6,39.057279
1.095238,5,39.070528
1.119048,6,39.091025
-9.761905,11,39.114451
1.214286,10,39.137446
1.190476,9,39.158071
1.190476,9,39.176134
1.119048,6,39.197184
1.095238,5,39.213665
-0.880952,6,39.227757
-9.738095,12,39.254162
1.190476,9,39.278929
1.095238,5,39.291764
-9.785714,10,39.322032
1.095238,5,39.340539
1.142857,7,39.357236
1.119048,6,39.375257
1.166667,8,39.39218
-0.833333,8,39.41837
1.142857,7,39.433194
1.095238,5,39.445271
1.095238,5,39.461699
1.190476,9,39.485797
1.119048,6,39.502193
1.238095,11,39.531057
1.142857,7,39.548424
1.190476,9,39.56966
1.119048,6,39.58738
1.190476,9,39.607286
1.166667,8,39.623587
1.142857,7,39.646144
1.166667,8,39.66238
-0.833333,8,39.691155
1.166667,8,39.707202
1.095238,5,39.719052
1.095238,5,39.730746
1.142857,7,39.748093
1.166667,8,39.769267
1.119048,6,39.792751
1.166667,8,39.81013
1.238095,11,39.834098
1.119048,6,39.849986
-9.761905,11,39.872983
1.119048,6,39.886286
1.190476,9,39.90634
1.071429,4,39.91648
-0.880952,6,39.930369
1.190476,9,39.954218
1.071429,4,39.962007
1.142857,7,39.979814
-9.785714,10,40.002612
1.095238,5,40.014455
1.119048,6,40.027968
-0.857143,7,40.043128
1.190476,9,40.063235
1.119048,6,40.076324
1.095238,5,40.088346
1.095238,5,40.100167
1.095238,5,40.112071
1.238095,11,40.137893
1.095238,5,40.149405
1.095238,5,40.161135
1.166667,8,40.177475
1.071429,4,40.192999
1.190476,9,40.214142
1.214286,10,40.237697
1.095238,5,40.249712
-0.880952,6,40.263887
1.214286,10,40.289046
1.166667,8,40.311601
1.119048,6,40.325236
-9.833333,8,40.341294
1.095238,5,40.35487
1.142857,7,40.379678
1.166667,8,40.397407
1.119048,6,40.422411
1.095238,5,40.435729
1.119048,6,40.448907
1.119048,6,40.462573
-9.857143,7,40.476751
1.119048,6,40.494298
1.095238,5,40.506864
-0.880952,6,40.522604
1.095238,5,40.536317
1.142857,7,40.551443
1.119048,6,40.56492
1.119048,6,40.587106
1.095238,5,40.601991
1.119048,6,40.615491
1.095238,5,40.627198
1.095238,5,40.639299
1.095238,5,40.651487
1.095238,5,40.663885
-9.833333,8,40.679661
1.166667,8,40.703514
-0.904762,5,40.715938
1.261905,12,40.743255
1.119048,6,40.76008
1.119048,6,40.779799
-0.809524,9,40.801997
-0.809524,9,40.820603
-0.809524,9,40.841534
-0.857143,7,40.869692
1.166667,8,40.885606
1.142857,7,40.902714
1.119048,6,40.915936
1.166667,8,40.931993
1.238095,11,40.957471
1.190476,9,40.975257
1.095238,5,40.987109
1.119048,6,41.003063
1.095238,5,41.014867
1.190476,9,41.032578
1.142857,7,41.052334
1.261905,12,41.077368
-9.857143,7,41.094128
1.166667,8,41.110532
1.166667,8,41.1294
1.071429,4,41.139766
1.238095,11,41.163265
1.190476,9,41.183383
1.119048,6,41.196626
1.142857,7,41.211199
1.190476,9,41.231886
1.071429,4,41.241913
-9.642857,16,41.279706
1.095238,5,41.291394
-0.857143,7,41.308623
1.166667,8,41.328105
1.119048,6,41.341776
1.095238,5,41.353719
1.214286,10,41.375557
1.095238,5,41.38756
1.119048,6,41.405911
-0.738095,12,41.43593
1.238095,11,41.45927
1.142857,7,41.473881
1.095238,5,41.485682
1.071429,4,41.496012
1.309524,14,41.528105
1.095238,5,41.5424
1.119048,6,41.555664
1.142857,7,41.572696
1.142857,7,41.587869
-9.761905,11,41.610717
1.142857,7,41.628138
1.142857,7,41.643067
1.285714,13,41.67314
1.095238,5,41.685045
1.119048,6,41.702074
1.166667,8,41.722968
1.261905,12,41.75297
1.142857,7,41.767829
1.142857,7,41.793485
1.142857,7,41.810222
1.095238,5,41.826867
1.095238,5,41.840809
-9.738095,12,41.867478
1.119048,6,41.883704
1.095238,5,41.895627
-9.690476,14,41.924109
1.119048,6,41.940301
1.095238,5,41.951878
1.095238,5,41.963539
1.119048,6,41.985937
1.142857,7,42.000634
-9.809524,9,42.023216
1.214286,10,42.046367
1.190476,9,42.067023
1.119048,6,42.080517
-0.904762,5,42.093029
1.142857,7,42.109934
1.095238,5,42.121726
1.142857,7,42.142519
1.142857,7,42.157583
1.095238,5,42.169509
1.119048,6,42.182647
1.214286,10,42.205945
1.095238,5,42.217726
1.095238,5,42.229517
1.119048,6,42.245612
1.166667,8,42.262948
1.095238,5,42.275384
-0.880952,6,42.289342
1.119048,6,42.309333
1.095238,5,42.320928
1.142857,7,42.335994
1.119048,6,42.349042
1.095238,5,42.360643
1.142857,7,42.377722
-9.714286,13,42.403535
-0.809524,9,42.431302
-9.785714,10,42.452467
-0.928571,4,42.463219
-9.785714,10,42.484222
1.119048,6,42.497531
1.095238,5,42.509225
